,Accident_Index,Latitude,Longitude,Region,Urban_or_Rural_Area,X1st_Road_Class,Driver_IMD_Decile,Speed_limit,Road_Type,Road_Surface_Conditions,Weather,High_Wind,Lights,Datetime,Year,Season,Month_of_Year,Day_of_Month,Day_of_Week,Hour_of_Day,Number_of_Vehicles,Age_of_Driver,Age_of_Vehicle,Junction_Detail,Junction_Location,X1st_Point_of_Impact,Driver_Journey_Purpose,Engine_CC,Propulsion_Code,Vehicle_Make,Vehicle_Category,Vehicle_Manoeuvre,Accident_Severity,Hour_of_Day_dn,IsMajor,WeekDay_type,isMotorcycle
405,201105DD06232,53.473048999999996,-2.688181,North West England,Urban,A,7,30,Single carriageway,Dry,Fine,No,Daylight,2011-11-01 09:05:00,2011,3,11,1,2,0.378,1,2,15,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1896,Petrol,BMW,Car,Going ahead,Fatal_Serious,9.0,1,1,0
406,2010360058901,52.518589,1.547888,East England,Rural,B,6,60,Single carriageway,Wet or damp,Fine,No,Daylight,2010-11-01 08:29:00,2010,3,11,1,1,0.353,3,2,8,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1686,Heavy oil,Vauxhall,Car,Going ahead,Fatal_Serious,8.0,1,1,0
407,2014170S30654,54.558335,-1.305618,North East England,Urban,A,8,30,Single carriageway,Dry,Fine,No,Daylight,2014-03-12 09:15:00,2014,4,3,12,3,0.385,2,6,12,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1461,Heavy oil,Renault,Car,Going ahead,Slight,9.0,0,1,0
408,201230B001906,53.239152000000004,-1.786,East Midlands,Rural,A,4,70,Dual carriageway,Dry,Fine,No,Daylight,2012-09-29 11:15:00,2012,3,9,29,6,0.469,1,5,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,2198,Heavy oil,Ford,Van,Going ahead,Slight,11.0,0,0,0
409,2014554C33433,50.728435,-1.9339439999999999,South West England,Urban,B,4,30,Single carriageway,Dry,Fine,No,Daylight,2014-08-13 19:31:00,2014,2,8,13,3,0.813,3,5,14,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1587,Petrol,Peugeot,Car,Going ahead,Slight,20.0,0,1,0
410,201001YE80414,51.612497999999995,-0.112749,London,Urban,A,2,30,Single carriageway,Dry,Fine,No,Daylight,2010-06-09 07:00:00,2010,1,6,9,3,0.292,2,3,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1753,Heavy oil,Ford,Van,Changing lane,Slight,7.0,0,1,0
411,2012440284416,50.994991,-1.3591360000000001,South East England,Rural,Motorway,9,70,Slip road,Dry,Fine,No,Daylight,2012-07-23 18:25:00,2012,2,7,23,1,0.767,2,3,9,Roundabout,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1242,Petrol,Ford,Car,Waiting to go,Slight,18.0,0,1,0
412,201431A173014,53.143663000000004,-1.282838,East Midlands,Urban,Unclassified,2,30,Single carriageway,Dry,Fine,No,Daylight,2014-06-17 16:00:00,2014,1,6,17,2,0.667,2,3,11,T or staggered junction,Approaching junction or waiting/parked at junction approach,Offside,Other/Not known,1984,Petrol,Volkswagen,Car,Going ahead,Slight,16.0,0,1,0
413,2014440431386,50.920617,-1.298797,South East England,Urban,A,3,40,Single carriageway,Dry,Fine,No,Darkness - lights,2014-12-02 17:05:00,2014,3,12,2,2,0.712,2,4,10,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1686,Heavy oil,Vauxhall,Car,Waiting to go,Slight,17.0,0,1,0
414,2013130090865,53.649584,-1.3855549999999999,Yorkshire and the Humber,Rural,A,2,30,Single carriageway,Dry,Fine,No,Darkness - lighting unknown,2013-02-28 06:40:00,2013,4,2,28,4,0.278,2,3,5,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,2500,Heavy oil,Other,Van,Going ahead,Fatal_Serious,7.0,1,1,0
415,201201YE80549,51.616217999999996,-0.087027,London,Urban,A,3,40,Roundabout,Wet or damp,Raining,No,Darkness - lights,2012-08-27 21:30:00,2012,2,8,27,1,0.896,2,3,7,Roundabout,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1149,Petrol,Renault,Car,Going ahead,Slight,22.0,0,1,0
416,201201RY10349,51.484978999999996,0.168182,London,Urban,Unclassified,2,30,One way street,Dry,Fine,No,Daylight,2012-10-10 09:05:00,2012,3,10,10,3,0.378,2,3,13,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1598,Petrol,Volkswagen,Car,Going ahead,Slight,9.0,0,1,0
417,201250GA2O001,50.354496000000005,-4.7984160000000005,South West England,Rural,B,3,30,Single carriageway,Wet or damp,Fine,No,Darkness - no lights,2012-01-17 17:39:00,2012,4,1,17,2,0.735,2,2,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,124,Petrol,Yamaha,Motorcycle,Going ahead,Fatal_Serious,18.0,1,1,1
418,2010130234691,53.795799,-1.7332299999999998,Yorkshire and the Humber,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Daylight,2010-06-07 18:20:00,2010,1,6,7,1,0.764,1,4,9,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1598,Petrol,Vauxhall,Car,Going ahead,Slight,18.0,0,1,0
419,2012170L20792,54.566023,-1.1526319999999999,North East England,Urban,C,1,30,Single carriageway,Dry,Fine,No,Daylight,2012-05-12 15:25:00,2012,1,5,12,6,0.642,2,1,9,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1242,Petrol,Fiat,Car,Turning right,Fatal_Serious,15.0,1,0,0
420,201201GD10734,51.53668,-0.057054999999999995,London,Urban,A,4,30,Single carriageway,Dry,Fine,No,Darkness - lights,2012-11-14 16:45:00,2012,3,11,14,3,0.698,2,3,15,Crossroads,Mid Junction - on roundabout or on main road,Nearside,Other/Not known,1389,Petrol,Vauxhall,Car,Turning right,Slight,17.0,0,1,0
